#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CG7728	CG11417	3226390	3223926	7227.FBpp0075034	7227.FBpp0070205	0	0	0	0	0.913	0.053	0	0	0.914
CG11583	Nmd3	3225400	3224020	7227.FBpp0073098	7227.FBpp0070409	0	0	0	0	0.898	0	0	0.198	0.914
Nnp-1	CG2691	3228921	3225701	7227.FBpp0080052	7227.FBpp0073679	0	0	0	0	0.906	0.050	0	0.097	0.913
CG12909	Nnp-1	3232700	3228921	7227.FBpp0087437	7227.FBpp0080052	0	0	0	0	0.912	0.050	0	0	0.913
CG12050	CG32409	3234323	3227244	7227.FBpp0113107	7227.FBpp0076738	0	0	0	0	0.913	0	0	0	0.913
CG5114	Nop56	3236629	3230765	7227.FBpp0301081	7227.FBpp0083625	0	0	0	0	0.913	0	0	0	0.913
l(2)09851	CG32344	3231685	3225102	7227.FBpp0085379	7227.FBpp0072475	0	0	0	0	0.896	0.135	0	0.115	0.913
CG12499	CG8939	3230802	3225845	7227.FBpp0083688	7227.FBpp0073943	0	0	0	0	0.907	0.100	0	0	0.913
pit	Nmd3	3230741	3224020	7227.FBpp0083572	7227.FBpp0070409	0	0	0	0	0.903	0.051	0	0.129	0.913
CG1542	CG7338	3231566	3227894	7227.FBpp0085119	7227.FBpp0077998	0	0	0	0	0.910	0	0	0.055	0.912
nclb	l(1)G0004	3232663	3227373	7227.FBpp0087323	7227.FBpp0076990	0	0	0	0	0.912	0	0	0	0.912
CG5114	CG11583	3236629	3225400	7227.FBpp0301081	7227.FBpp0073098	0	0	0	0	0.912	0	0	0	0.912
RpI1	CG12499	3232310	3230802	7227.FBpp0086640	7227.FBpp0083688	0	0	0	0	0.912	0	0	0	0.912
ppan	CG2691	3230664	3225701	7227.FBpp0083415	7227.FBpp0073679	0	0	0	0	0.912	0	0	0	0.912
ppan	CG11417	3230664	3223926	7227.FBpp0083415	7227.FBpp0070205	0	0	0	0	0.912	0	0	0	0.912
ppan	CG1785	3230664	3224439	7227.FBpp0083415	7227.FBpp0071193	0	0	0	0	0.910	0.063	0	0	0.912
CG30349	CG7006	3232826	3231013	7227.FBpp0087731	7227.FBpp0084082	0	0	0	0	0.912	0	0	0	0.912
Mys45A	l(2)09851	3232816	3231685	7227.FBpp0087709	7227.FBpp0085379	0	0	0	0	0.912	0	0	0	0.912
RpI1	CG8939	3232310	3225845	7227.FBpp0086640	7227.FBpp0073943	0	0	0	0	0.912	0	0	0	0.912
CG9143	CG13097	3231810	3228527	7227.FBpp0085616	7227.FBpp0079305	0	0	0	0	0.894	0.188	0	0.065	0.912
Nopp140	CG7338	3237391	3227894	7227.FBpp0305034	7227.FBpp0077998	0	0	0	0	0.911	0	0	0	0.911
CG9143	CG7006	3231810	3231013	7227.FBpp0085616	7227.FBpp0084082	0	0	0	0	0.866	0.362	0	0.046	0.911
CG13097	pen	3228527	3227340	7227.FBpp0079305	7227.FBpp0076918	0	0	0	0	0.911	0	0	0	0.911
CG32409	CG12301	3227244	3226533	7227.FBpp0076738	7227.FBpp0075317	0	0	0	0	0.911	0	0	0	0.911
CG30349	CG10576	3232826	3227292	7227.FBpp0087731	7227.FBpp0076827	0	0	0	0	0.911	0	0	0	0.911
CG10576	Fib	3227292	3224793	7227.FBpp0076827	7227.FBpp0071892	0	0	0	0	0.892	0.048	0	0.202	0.911
CG9143	Surf6	3231810	3230594	7227.FBpp0085616	7227.FBpp0083263	0	0	0	0	0.898	0.135	0	0.077	0.911
Mys45A	RpI1	3232816	3232310	7227.FBpp0087709	7227.FBpp0086640	0	0	0	0	0.911	0	0	0	0.911
Nop60B	Nmd3	3233535	3224020	7227.FBpp0099583	7227.FBpp0070409	0.043	0	0	0	0.880	0.136	0	0.213	0.911
CG30349	CG13773	3232826	3228394	7227.FBpp0087731	7227.FBpp0079000	0	0	0	0	0.908	0	0	0.058	0.910
CG12909	CG13096	3232700	3228528	7227.FBpp0087437	7227.FBpp0079306	0	0	0	0	0.910	0	0	0	0.910
pen	Fib	3227340	3224793	7227.FBpp0076918	7227.FBpp0071892	0	0	0	0	0.861	0.377	0	0	0.910
ppan	nop5	3230664	3228392	7227.FBpp0083415	7227.FBpp0078997	0	0	0	0	0.820	0.062	0	0.509	0.910
nclb	CG32344	3232663	3225102	7227.FBpp0087323	7227.FBpp0072475	0	0	0	0	0.898	0.150	0	0	0.910
l(2)09851	CG2691	3231685	3225701	7227.FBpp0085379	7227.FBpp0073679	0	0	0	0	0.905	0	0	0.092	0.910
Surf6	CG12301	3230594	3226533	7227.FBpp0083263	7227.FBpp0075317	0	0	0	0	0.909	0	0	0	0.909
CG7338	CG10576	3227894	3227292	7227.FBpp0077998	7227.FBpp0076827	0	0	0	0	0.887	0	0	0.228	0.909
CG12909	CG8545	3232700	3232509	7227.FBpp0087437	7227.FBpp0087045	0	0	0	0	0.903	0	0	0.106	0.909
nclb	ppan	3232663	3230664	7227.FBpp0087323	7227.FBpp0083415	0	0	0	0	0.903	0.101	0	0	0.909
CG1234	pen	3229452	3227340	7227.FBpp0081117	7227.FBpp0076918	0	0	0	0	0.909	0	0	0	0.909
CG9143	CG13096	3231810	3228528	7227.FBpp0085616	7227.FBpp0079306	0	0	0	0	0.893	0.151	0	0.073	0.909
CG12909	CG7338	3232700	3227894	7227.FBpp0087437	7227.FBpp0077998	0	0	0	0	0.903	0.100	0	0	0.909
Dbp45A	CG9143	3232790	3231810	7227.FBpp0087645	7227.FBpp0085616	0	0	0.446	0.699	0.867	0	0	0.720	0.909
ppan	CG13097	3230664	3228527	7227.FBpp0083415	7227.FBpp0079305	0	0	0	0	0.909	0	0	0	0.909
Surf6	CG13097	3230594	3228527	7227.FBpp0083263	7227.FBpp0079305	0	0	0	0	0.908	0	0	0	0.908
RpI1	CG32344	3232310	3225102	7227.FBpp0086640	7227.FBpp0072475	0.042	0	0	0	0.893	0.150	0	0.069	0.908
NHP2	CG8545	3237470	3232509	7227.FBpp0305289	7227.FBpp0087045	0.042	0	0	0	0.848	0.139	0	0.358	0.908
RpI1	CG12301	3232310	3226533	7227.FBpp0086640	7227.FBpp0075317	0	0	0	0	0.908	0	0	0	0.908
CG12301	CG11583	3226533	3225400	7227.FBpp0075317	7227.FBpp0073098	0	0	0	0	0.908	0	0	0	0.908
CG7338	pen	3227894	3227340	7227.FBpp0077998	7227.FBpp0076918	0	0	0	0	0.907	0	0	0.057	0.908
CG13097	CG2691	3228527	3225701	7227.FBpp0079305	7227.FBpp0073679	0	0	0	0	0.880	0	0	0.264	0.908
CG12909	CG8939	3232700	3225845	7227.FBpp0087437	7227.FBpp0073943	0	0	0	0	0.908	0	0	0	0.908
RIOK2	CG4554	3231069	3224719	7227.FBpp0084191	7227.FBpp0071744	0	0	0	0	0.108	0	0.900	0.046	0.907
CG13097	CG11583	3228527	3225400	7227.FBpp0079305	7227.FBpp0073098	0	0	0	0	0.904	0	0	0.076	0.907
CG11180	ppan	3231781	3230664	7227.FBpp0085566	7227.FBpp0083415	0	0	0	0	0.899	0.115	0	0	0.907
CG1234	CG13097	3229452	3228527	7227.FBpp0081117	7227.FBpp0079305	0	0	0	0	0.907	0	0	0	0.907
CG5728	CG13773	3230983	3228394	7227.FBpp0084016	7227.FBpp0079000	0	0	0	0	0.896	0.111	0	0.068	0.907
nclb	Nmd3	3232663	3224020	7227.FBpp0087323	7227.FBpp0070409	0	0	0	0	0.906	0	0	0.047	0.907
CG5728	CG11417	3230983	3223926	7227.FBpp0084016	7227.FBpp0070205	0	0	0	0	0.906	0.053	0	0	0.907
CG30349	Nmd3	3232826	3224020	7227.FBpp0087731	7227.FBpp0070409	0	0	0	0	0.906	0	0	0	0.906
Aatf	CG11583	3228359	3225400	7227.FBpp0078929	7227.FBpp0073098	0	0	0	0	0.894	0.150	0	0	0.906
RpI1	CG11417	3232310	3223926	7227.FBpp0086640	7227.FBpp0070205	0	0	0	0	0.906	0	0	0	0.906
RpI1	CG13096	3232310	3228528	7227.FBpp0086640	7227.FBpp0079306	0	0	0	0	0.906	0	0	0	0.906
CG9253	Nmd3	3229393	3224020	7227.FBpp0080997	7227.FBpp0070409	0	0	0	0	0.901	0.051	0	0.077	0.906
CG7006	CG9253	3231013	3229393	7227.FBpp0084082	7227.FBpp0080997	0	0	0	0	0.877	0.185	0	0.139	0.906
CG5114	Fib	3236629	3224793	7227.FBpp0301081	7227.FBpp0071892	0	0	0	0	0.906	0	0	0	0.906
NHP2	CG1234	3237470	3229452	7227.FBpp0305289	7227.FBpp0081117	0	0	0	0	0.889	0.191	0	0	0.906
Surf6	CG7728	3230594	3226390	7227.FBpp0083263	7227.FBpp0075034	0	0	0	0	0.906	0	0	0	0.906
l(2)09851	CG1234	3231685	3229452	7227.FBpp0085379	7227.FBpp0081117	0	0	0	0	0.900	0	0	0.093	0.906
Mys45A	CG11417	3232816	3223926	7227.FBpp0087709	7227.FBpp0070205	0	0	0	0	0.905	0	0	0	0.905
Mys45A	CG12499	3232816	3230802	7227.FBpp0087709	7227.FBpp0083688	0	0	0	0	0.881	0	0	0.231	0.905
Nopp140	CG12325	3237391	3232662	7227.FBpp0305034	7227.FBpp0087322	0	0	0	0	0.904	0	0	0.047	0.905
CG42708	Prat	3235607	3229525	7227.FBpp0292103	7227.FBpp0081261	0	0	0	0	0	0	0.900	0.096	0.905
CG1234	Nmd3	3229452	3224020	7227.FBpp0081117	7227.FBpp0070409	0	0	0	0	0.882	0	0	0.226	0.905
CG5033	CG4554	3233132	3224719	7227.FBpp0088519	7227.FBpp0071744	0	0	0	0	0.761	0	0.540	0.211	0.905
CG11180	CG12301	3231781	3226533	7227.FBpp0085566	7227.FBpp0075317	0	0	0	0	0.905	0	0	0	0.905
CG1234	CG11417	3229452	3223926	7227.FBpp0081117	7227.FBpp0070205	0	0	0	0	0.905	0	0	0	0.905
CG12909	CG13773	3232700	3228394	7227.FBpp0087437	7227.FBpp0079000	0	0	0	0	0.905	0	0	0	0.905
Aatf	CG1785	3228359	3224439	7227.FBpp0078929	7227.FBpp0071193	0	0	0	0	0.891	0	0	0.164	0.905
CG1542	CG13773	3231566	3228394	7227.FBpp0085119	7227.FBpp0079000	0	0	0	0	0.904	0	0	0	0.904
nclb	CG32409	3232663	3227244	7227.FBpp0087323	7227.FBpp0076738	0	0	0	0	0.904	0	0	0	0.904
Nnp-1	CG1785	3228921	3224439	7227.FBpp0080052	7227.FBpp0071193	0	0	0	0	0.886	0	0	0.194	0.904
Csl4	CG4554	3228793	3224719	7227.FBpp0079813	7227.FBpp0071744	0	0	0	0	0.076	0.050	0.900	0	0.904
Mys45A	CG12301	3232816	3226533	7227.FBpp0087709	7227.FBpp0075317	0	0	0	0	0.904	0	0	0	0.904
CG12325	Nmd3	3232662	3224020	7227.FBpp0087322	7227.FBpp0070409	0	0	0	0	0.896	0	0	0.114	0.904
CG5114	Nmd3	3236629	3224020	7227.FBpp0301081	7227.FBpp0070409	0	0	0	0	0.842	0	0	0.413	0.903
CG12050	CG11583	3234323	3225400	7227.FBpp0113107	7227.FBpp0073098	0	0	0	0	0.903	0	0	0	0.903
CG12909	CG13097	3232700	3228527	7227.FBpp0087437	7227.FBpp0079305	0	0	0	0	0.903	0	0	0	0.903
CG12499	CG2691	3230802	3225701	7227.FBpp0083688	7227.FBpp0073679	0	0	0	0	0.883	0	0	0.206	0.903
CG7006	CG10576	3231013	3227292	7227.FBpp0084082	7227.FBpp0076827	0	0	0	0	0.883	0.053	0	0.194	0.903
CG12050	RpI1	3234323	3232310	7227.FBpp0113107	7227.FBpp0086640	0	0	0	0	0.903	0	0	0	0.903
CG5033	CG13773	3233132	3228394	7227.FBpp0088519	7227.FBpp0079000	0	0	0	0	0.903	0	0	0	0.903
CG9799	CG11583	3230047	3225400	7227.FBpp0082231	7227.FBpp0073098	0	0	0	0	0.903	0	0	0	0.903
l(2)09851	CG7728	3231685	3226390	7227.FBpp0085379	7227.FBpp0075034	0	0	0	0	0.903	0	0	0	0.903
Dbp45A	CG11180	3232790	3231781	7227.FBpp0087645	7227.FBpp0085566	0	0	0	0	0.858	0.128	0	0.276	0.903
pen	CG10576	3227340	3227292	7227.FBpp0076918	7227.FBpp0076827	0	0	0	0	0.893	0.133	0	0.046	0.903
Dbp45A	CG32409	3232790	3227244	7227.FBpp0087645	7227.FBpp0076738	0	0	0	0	0.887	0.166	0	0	0.902
RIOK2	CG2691	3231069	3225701	7227.FBpp0084191	7227.FBpp0073679	0	0	0	0	0.451	0.346	0	0.750	0.902
Surf6	pen	3230594	3227340	7227.FBpp0083263	7227.FBpp0076918	0	0	0	0	0.873	0.259	0	0	0.902
Nnp-1	CG11417	3228921	3223926	7227.FBpp0080052	7227.FBpp0070205	0	0	0	0	0.902	0	0	0	0.902
CG12050	Nnp-1	3234323	3228921	7227.FBpp0113107	7227.FBpp0080052	0	0	0	0	0.902	0	0	0	0.902
l(1)G0004	CG10576	3227373	3227292	7227.FBpp0076990	7227.FBpp0076827	0	0	0	0	0.880	0	0	0.219	0.902
CG5114	CG5033	3236629	3233132	7227.FBpp0301081	7227.FBpp0088519	0	0	0	0	0.782	0	0.540	0.097	0.901
CG11180	CG13096	3231781	3228528	7227.FBpp0085566	7227.FBpp0079306	0	0	0	0	0.901	0	0	0	0.901
l(2)09851	CG5589	3231685	3226341	7227.FBpp0085379	7227.FBpp0074936	0	0.042	0	0	0.900	0	0	0	0.901
Nop60B	CG9253	3233535	3229393	7227.FBpp0099583	7227.FBpp0080997	0.071	0	0	0	0.880	0.160	0	0.071	0.901
CG8545	CG11417	3232509	3223926	7227.FBpp0087045	7227.FBpp0070205	0	0	0	0	0.900	0	0	0.049	0.901
CG9143	Aatf	3231810	3228359	7227.FBpp0085616	7227.FBpp0078929	0	0	0	0	0.886	0.166	0	0.047	0.901
CG5033	Dbp45A	3233132	3232790	7227.FBpp0088519	7227.FBpp0087645	0	0	0	0	0.880	0.163	0	0.093	0.901
Nopp140	CG7728	3237391	3226390	7227.FBpp0305034	7227.FBpp0075034	0	0	0	0	0.901	0	0	0	0.901
CG12050	Aatf	3234323	3228359	7227.FBpp0113107	7227.FBpp0078929	0	0	0	0	0.866	0.068	0	0.264	0.900
CG12050	CG1234	3234323	3229452	7227.FBpp0113107	7227.FBpp0081117	0	0	0	0	0.900	0	0	0	0.900
CG9799	CG10576	3230047	3227292	7227.FBpp0082231	7227.FBpp0076827	0	0	0	0	0.885	0	0	0.169	0.900
CG13773	CG5589	3228394	3226341	7227.FBpp0079000	7227.FBpp0074936	0	0	0	0	0.900	0	0	0	0.900
CG30349	CG11417	3232826	3223926	7227.FBpp0087731	7227.FBpp0070205	0	0	0	0	0.900	0	0	0	0.900
CG12499	CG32344	3230802	3225102	7227.FBpp0083688	7227.FBpp0072475	0	0	0	0	0.891	0.115	0	0.045	0.900
NHP2	Mys45A	3237470	3232816	7227.FBpp0305289	7227.FBpp0087709	0	0	0	0	0.882	0.191	0	0	0.900
CG7006	ppan	3231013	3230664	7227.FBpp0084082	7227.FBpp0083415	0	0	0	0	0.698	0.334	0.540	0	0.899
CG8545	mod	3232509	3231626	7227.FBpp0087045	7227.FBpp0085233	0	0	0	0	0.899	0	0	0	0.899
CG1542	CG11417	3231566	3223926	7227.FBpp0085119	7227.FBpp0070205	0	0	0	0	0.899	0	0	0	0.899
CG7006	CG5589	3231013	3226341	7227.FBpp0084082	7227.FBpp0074936	0	0	0	0	0.898	0	0	0.051	0.899
l(2)09851	CG11417	3231685	3223926	7227.FBpp0085379	7227.FBpp0070205	0	0	0	0	0.899	0	0	0	0.899
Dbp45A	CG11583	3232790	3225400	7227.FBpp0087645	7227.FBpp0073098	0	0	0	0	0.871	0.194	0	0.095	0.898
CG12909	CG12301	3232700	3226533	7227.FBpp0087437	7227.FBpp0075317	0	0	0	0	0.898	0	0	0	0.898
nclb	CG11180	3232663	3231781	7227.FBpp0087323	7227.FBpp0085566	0	0	0	0	0.865	0	0	0.276	0.898
CG9253	CG1785	3229393	3224439	7227.FBpp0080997	7227.FBpp0071193	0	0	0	0	0.896	0.052	0	0	0.897
CG12050	CG7006	3234323	3231013	7227.FBpp0113107	7227.FBpp0084082	0	0	0	0	0.897	0	0	0	0.897
CG1542	CG9799	3231566	3230047	7227.FBpp0085119	7227.FBpp0082231	0	0	0	0	0.897	0	0	0.046	0.897
CG12325	CG7006	3232662	3231013	7227.FBpp0087322	7227.FBpp0084082	0	0	0	0	0.896	0	0	0	0.896
CG7338	CG11417	3227894	3223926	7227.FBpp0077998	7227.FBpp0070205	0	0	0	0	0.896	0	0	0	0.896
CG9143	Nmd3	3231810	3224020	7227.FBpp0085616	7227.FBpp0070409	0	0	0	0	0.891	0.051	0	0.077	0.896
Surf6	CG5589	3230594	3226341	7227.FBpp0083263	7227.FBpp0074936	0	0	0	0	0.896	0	0	0	0.896
CG2691	Rtc1	3225701	3225685	7227.FBpp0073679	7227.FBpp0073651	0	0	0	0	0.638	0	0	0.724	0.896
CG12909	CG5589	3232700	3226341	7227.FBpp0087437	7227.FBpp0074936	0	0	0	0	0.896	0	0	0	0.896
l(1)G0004	CG11583	3227373	3225400	7227.FBpp0076990	7227.FBpp0073098	0	0	0	0	0.893	0	0	0.062	0.895
l(1)G0004	CG11417	3227373	3223926	7227.FBpp0076990	7227.FBpp0070205	0	0	0	0	0.891	0.071	0	0	0.895
CG10576	CG8939	3227292	3225845	7227.FBpp0076827	7227.FBpp0073943	0	0	0	0	0.870	0.053	0	0.217	0.895
nclb	CG10576	3232663	3227292	7227.FBpp0087323	7227.FBpp0076827	0	0	0	0	0.885	0.111	0	0.046	0.894
CG9253	Aatf	3229393	3228359	7227.FBpp0080997	7227.FBpp0078929	0	0	0	0	0.878	0.166	0	0.047	0.894
CG12050	CG1542	3234323	3231566	7227.FBpp0113107	7227.FBpp0085119	0	0	0	0	0.894	0	0	0	0.894
CG13096	CG13773	3228528	3228394	7227.FBpp0079306	7227.FBpp0079000	0	0	0	0	0.893	0	0	0	0.893
CG13773	l(1)G0004	3228394	3227373	7227.FBpp0079000	7227.FBpp0076990	0	0	0	0	0.893	0.047	0	0	0.893
Nopp140	CG2691	3237391	3225701	7227.FBpp0305034	7227.FBpp0073679	0	0	0	0	0.884	0	0	0.114	0.893
nclb	CG7728	3232663	3226390	7227.FBpp0087323	7227.FBpp0075034	0	0	0	0	0.893	0	0	0	0.893
NHP2	CG5589	3237470	3226341	7227.FBpp0305289	7227.FBpp0074936	0	0	0	0	0.886	0	0	0.095	0.893
RIOK2	CG11583	3231069	3225400	7227.FBpp0084191	7227.FBpp0073098	0	0	0	0	0.869	0	0	0.219	0.893
nclb	CG5589	3232663	3226341	7227.FBpp0087323	7227.FBpp0074936	0	0	0	0	0.893	0	0	0	0.893
l(2)09851	CG12301	3231685	3226533	7227.FBpp0085379	7227.FBpp0075317	0	0	0	0	0.893	0	0	0	0.893
CG11180	CG1542	3231781	3231566	7227.FBpp0085566	7227.FBpp0085119	0	0	0	0	0.890	0.070	0	0	0.893
Mys45A	Aatf	3232816	3228359	7227.FBpp0087709	7227.FBpp0078929	0	0	0	0	0.893	0	0	0	0.893
CG7006	CG2691	3231013	3225701	7227.FBpp0084082	7227.FBpp0073679	0	0	0	0	0.892	0	0	0	0.892
CG12325	CG13773	3232662	3228394	7227.FBpp0087322	7227.FBpp0079000	0	0	0	0	0.892	0	0	0	0.892
nclb	CG1234	3232663	3229452	7227.FBpp0087323	7227.FBpp0081117	0	0	0	0	0.891	0	0	0.044	0.892
Nop60B	Mys45A	3233535	3232816	7227.FBpp0099583	7227.FBpp0087709	0	0	0	0	0.892	0	0	0	0.892
CG12909	CG9143	3232700	3231810	7227.FBpp0087437	7227.FBpp0085616	0	0	0	0	0.892	0	0	0	0.892
ppan	CG5589	3230664	3226341	7227.FBpp0083415	7227.FBpp0074936	0	0	0	0	0.892	0	0	0	0.892
RpI1	CG13097	3232310	3228527	7227.FBpp0086640	7227.FBpp0079305	0	0	0	0	0.892	0	0	0	0.892
CG12325	CG10576	3232662	3227292	7227.FBpp0087322	7227.FBpp0076827	0	0	0	0	0.883	0	0	0.116	0.892
CG7006	CG7338	3231013	3227894	7227.FBpp0084082	7227.FBpp0077998	0	0	0	0	0.885	0	0	0.094	0.892
NHP2	CG9253	3237470	3229393	7227.FBpp0305289	7227.FBpp0080997	0	0	0	0	0.868	0.201	0	0.062	0.892
Aatf	CG32409	3228359	3227244	7227.FBpp0078929	7227.FBpp0076738	0	0	0	0	0.892	0	0	0	0.892
CG13773	pen	3228394	3227340	7227.FBpp0079000	7227.FBpp0076918	0	0	0	0	0.891	0	0	0	0.891
ppan	CG12301	3230664	3226533	7227.FBpp0083415	7227.FBpp0075317	0	0	0	0	0.891	0	0	0	0.891
Mys45A	l(1)G0004	3232816	3227373	7227.FBpp0087709	7227.FBpp0076990	0	0	0	0	0.890	0	0	0.046	0.891
CG12909	CG1234	3232700	3229452	7227.FBpp0087437	7227.FBpp0081117	0	0	0	0	0.891	0	0	0	0.891
l(2)09851	CG13097	3231685	3228527	7227.FBpp0085379	7227.FBpp0079305	0	0	0	0	0.890	0	0	0	0.890
Dbp45A	CG1234	3232790	3229452	7227.FBpp0087645	7227.FBpp0081117	0	0	0	0	0.868	0.193	0	0.058	0.890
CG8545	CG9799	3232509	3230047	7227.FBpp0087045	7227.FBpp0082231	0	0	0	0	0.888	0.046	0	0.049	0.890
CG11180	CG9253	3231781	3229393	7227.FBpp0085566	7227.FBpp0080997	0	0	0	0	0.868	0.128	0	0.115	0.890
CG1234	Aatf	3229452	3228359	7227.FBpp0081117	7227.FBpp0078929	0	0	0	0	0.889	0	0	0	0.889
CG5033	Aatf	3233132	3228359	7227.FBpp0088519	7227.FBpp0078929	0	0	0	0	0.889	0	0	0.046	0.889
Dbp45A	nclb	3232790	3232663	7227.FBpp0087645	7227.FBpp0087323	0	0	0	0	0.875	0.150	0	0	0.889
nclb	CG13097	3232663	3228527	7227.FBpp0087323	7227.FBpp0079305	0	0	0	0	0.884	0	0	0.077	0.888
CG13773	Aatf	3228394	3228359	7227.FBpp0079000	7227.FBpp0078929	0	0	0	0	0.888	0	0	0	0.888
CG12050	CG12499	3234323	3230802	7227.FBpp0113107	7227.FBpp0083688	0	0	0	0	0.881	0	0	0.096	0.888
CG5728	CG10576	3230983	3227292	7227.FBpp0084016	7227.FBpp0076827	0	0	0	0	0.814	0.058	0	0.416	0.888
Nopp140	pen	3237391	3227340	7227.FBpp0305034	7227.FBpp0076918	0	0	0	0	0.888	0	0	0	0.888
Mys45A	Dbp45A	3232816	3232790	7227.FBpp0087709	7227.FBpp0087645	0	0	0	0	0.888	0	0	0	0.888
CG11180	CG11417	3231781	3223926	7227.FBpp0085566	7227.FBpp0070205	0	0	0	0	0.887	0	0	0	0.887
nclb	CG12301	3232663	3226533	7227.FBpp0087323	7227.FBpp0075317	0	0	0	0	0.887	0	0	0	0.887
CG13773	CG2691	3228394	3225701	7227.FBpp0079000	7227.FBpp0073679	0	0	0	0	0.885	0	0	0.052	0.887
nclb	CG2691	3232663	3225701	7227.FBpp0087323	7227.FBpp0073679	0	0	0	0	0.886	0.053	0	0	0.887
ppan	CG7338	3230664	3227894	7227.FBpp0083415	7227.FBpp0077998	0	0	0	0	0.886	0.051	0	0	0.887
Mys45A	Surf6	3232816	3230594	7227.FBpp0087709	7227.FBpp0083263	0	0	0	0	0.887	0	0	0	0.887
Dbp45A	ppan	3232790	3230664	7227.FBpp0087645	7227.FBpp0083415	0	0	0	0	0.871	0.144	0	0.046	0.886
RpI1	CG7006	3232310	3231013	7227.FBpp0086640	7227.FBpp0084082	0	0	0	0	0.886	0	0	0	0.886
CG5114	CG7006	3236629	3231013	7227.FBpp0301081	7227.FBpp0084082	0	0	0	0	0.764	0	0.540	0	0.886
CG11180	CG7728	3231781	3226390	7227.FBpp0085566	7227.FBpp0075034	0	0	0	0	0.886	0	0	0	0.886
Nnp-1	CG10576	3228921	3227292	7227.FBpp0080052	7227.FBpp0076827	0	0	0	0	0.825	0.070	0	0.354	0.885
CG13773	CG11417	3228394	3223926	7227.FBpp0079000	7227.FBpp0070205	0	0	0	0	0.885	0	0	0	0.885
Mys45A	CG13773	3232816	3228394	7227.FBpp0087709	7227.FBpp0079000	0	0	0	0	0.885	0	0	0	0.885
CG13773	CG7728	3228394	3226390	7227.FBpp0079000	7227.FBpp0075034	0	0	0	0	0.884	0	0	0	0.884
CG1234	CG13773	3229452	3228394	7227.FBpp0081117	7227.FBpp0079000	0	0	0	0	0.884	0	0	0	0.884
Dbp45A	CG7006	3232790	3231013	7227.FBpp0087645	7227.FBpp0084082	0	0	0	0	0.862	0.185	0	0.053	0.884
CG12909	CG7728	3232700	3226390	7227.FBpp0087437	7227.FBpp0075034	0	0	0	0	0.884	0	0	0	0.884
NHP2	CG7338	3237470	3227894	7227.FBpp0305289	7227.FBpp0077998	0	0	0	0	0.827	0.338	0	0.071	0.884
CG10286	nop5	3229506	3228392	7227.FBpp0081214	7227.FBpp0078997	0	0	0	0	0.884	0	0	0	0.884
CG8545	Aatf	3232509	3228359	7227.FBpp0087045	7227.FBpp0078929	0	0	0	0	0.884	0	0	0	0.884
Nnp-1	CG12301	3228921	3226533	7227.FBpp0080052	7227.FBpp0075317	0	0	0	0	0.882	0.049	0	0	0.883
Dbp45A	pen	3232790	3227340	7227.FBpp0087645	7227.FBpp0076918	0	0	0	0	0.863	0.183	0	0	0.883
CG5114	pit	3236629	3230741	7227.FBpp0301081	7227.FBpp0083572	0	0	0	0	0.883	0.048	0	0	0.883
RpI1	Nmd3	3232310	3224020	7227.FBpp0086640	7227.FBpp0070409	0	0	0	0	0.882	0	0	0.047	0.883
CG13773	CG8939	3228394	3225845	7227.FBpp0079000	7227.FBpp0073943	0	0	0	0	0.883	0	0	0	0.883
CG9799	CG13773	3230047	3228394	7227.FBpp0082231	7227.FBpp0079000	0	0	0	0	0.882	0	0	0	0.882
CG13773	Nmd3	3228394	3224020	7227.FBpp0079000	7227.FBpp0070409	0	0	0	0	0.882	0	0	0	0.882
Nnp-1	Aatf	3228921	3228359	7227.FBpp0080052	7227.FBpp0078929	0	0	0	0	0.882	0	0	0	0.882
CG12325	CG10286	3232662	3229506	7227.FBpp0087322	7227.FBpp0081214	0	0	0	0	0.882	0	0	0	0.882
CG12499	CG12301	3230802	3226533	7227.FBpp0083688	7227.FBpp0075317	0	0	0	0	0.882	0	0	0	0.882
CG8545	l(1)G0004	3232509	3227373	7227.FBpp0087045	7227.FBpp0076990	0	0	0	0	0.865	0.161	0	0	0.882
Nop56	CG1785	3230765	3224439	7227.FBpp0083625	7227.FBpp0071193	0	0	0	0	0.732	0.166	0	0.512	0.881
RpI1	CG1542	3232310	3231566	7227.FBpp0086640	7227.FBpp0085119	0	0	0	0	0.880	0.047	0	0	0.881
CG12050	CG9143	3234323	3231810	7227.FBpp0113107	7227.FBpp0085616	0	0	0	0	0.881	0.046	0	0	0.881
CG12050	CG10576	3234323	3227292	7227.FBpp0113107	7227.FBpp0076827	0	0	0	0	0.880	0.049	0	0	0.881
Nopp140	CG1542	3237391	3231566	7227.FBpp0305034	7227.FBpp0085119	0	0	0	0	0.881	0	0	0	0.881
CG12301	Nmd3	3226533	3224020	7227.FBpp0075317	7227.FBpp0070409	0	0	0	0	0.873	0	0	0.094	0.880
CG5728	CG1785	3230983	3224439	7227.FBpp0084016	7227.FBpp0071193	0	0	0	0	0.833	0	0	0.311	0.880
mod	Nnp-1	3231626	3228921	7227.FBpp0085233	7227.FBpp0080052	0	0	0	0	0.880	0	0	0	0.880
